时间戳,压力传感器1,压力传感器2
0.0,71.59829486835966,61.40332401904442
0.02002002002002002,74.88281728760263,62.322497017387015
0.04004004004004004,68.63456044369988,70.44866717281573
0.06006006006006006,74.3161808007785,67.4582860170886
0.08008008008008008,72.78443041979455,70.97292140131383
0.10010010010010009,75.66741017032753,67.09962816298336
0.12012012012012012,77.67059843478073,75.06543051480537
0.14014014014014015,80.69560364093037,80.51407206064496
0.16016016016016016,80.14448213413151,80.10675415379716
0.18018018018018017,87.99592566132597,81.59060501250595
0.20020020020020018,81.3434666898753,82.78946905844408
0.22022022022022023,80.29521690351302,82.16130412902069
0.24024024024024024,87.03005992238712,78.62182577836262
0.2602602602602603,93.56454863453871,85.8895666416858
0.2802802802802803,90.63775183416335,87.59557786107125
0.3003003003003003,96.42594692516192,100.2826044833857
0.3203203203203203,96.58151701600455,95.21314918493323
0.34034034034034033,100.76409500955467,94.59291640345636
0.36036036036036034,103.78343072153726,103.04321432444564
0.38038038038038036,100.24208051748184,98.10775099784627
0.40040040040040037,111.56191007558158,107.86983557324142
0.42042042042042044,122.40897851527235,104.017651942905
0.44044044044044045,113.78696994132429,110.82383066590822
0.46046046046046046,120.96866352721891,116.65661615192262
0.4804804804804805,127.5848276391381,115.0734777500971
0.5005005005005005,116.02398132980007,119.99277755102898
0.5205205205205206,129.626179153296,116.68868618631112
0.5405405405405406,128.11194956754815,125.54365657449476
0.5605605605605606,125.97008421301565,117.82041966763813
0.5805805805805806,130.48993523911165,122.41307207318458
0.6006006006006006,127.29358608156974,128.2454231001265
0.6206206206206206,130.10420525008064,115.53408597494632
0.6406406406406406,124.95080277436075,124.81826585813032
0.6606606606606606,139.80919376421082,127.69444288521464
0.6806806806806807,140.34733647490938,115.57605013044116
0.7007007007007007,131.41687574378977,127.84361422470516
0.7207207207207207,139.64531449280133,119.08817536643278
0.7407407407407407,135.90594571608298,121.60577980453846
0.7607607607607607,141.21652257660074,122.55578712461106
0.7807807807807807,135.18772396437436,121.91862512743661
0.8008008008008007,132.62149502348075,130.88150469605606
0.8208208208208209,117.07133883982252,126.98120505175778
0.8408408408408409,135.6695601848609,130.867535970381
0.8608608608608609,132.3465889465547,122.0593509834019
0.8808808808808809,128.27286806574406,133.19532650520645
0.9009009009009009,132.8996072973634,130.01293615495808
0.9209209209209209,129.98058883701273,119.88186188830959
