ts,pressure,hr,label
0.0,30.0,68.79116128913952,0.824182174586487
0.020003333888981498,30.125681344621594,68.79116128913952,0.824182174586487
0.040006667777962995,30.251342836084845,68.79116128913952,0.824182174586487
0.06001000166694449,30.376964624367503,68.79116128913952,0.824182174586487
0.08001333555592599,30.502526865719,68.79116128913952,0.824182174586487
0.10001666944490749,30.628009725795053,68.79116128913952,0.824182174586487
0.12002000333388899,30.75339338279078,68.79116128913952,0.824182174586487
0.14002333722287047,30.878658030571838,68.79116128913952,0.824182174586487
0.16002667111185198,31.00378388180309,68.79116128913952,0.824182174586487
0.1800300050008335,31.12875117107429,68.79116128913952,0.824182174586487
0.20003333888981498,31.253540158022304,68.79116128913952,0.824182174586487
0.22003667277879646,31.378131130449393,68.79116128913952,0.824182174586487
0.24004000666777797,31.50250440743704,68.79116128913952,0.824182174586487
0.2600433405567595,31.626640342454813,68.79116128913952,0.824182174586487
0.28004667444574094,31.750519326463827,68.79116128913952,0.824182174586487
0.30005000833472245,31.87412179101427,68.79116128913952,0.824182174586487
0.32005334222370396,31.997428211336516,68.79116128913952,0.824182174586487
0.3400566761126855,32.12041910942534,68.79116128913952,0.824182174586487
0.360060010001667,32.24307505711675,68.79116128913952,0.824182174586487
0.38006334389064844,32.36537667915693,68.79116128913952,0.824182174586487
0.40006667777962995,32.48730465626287,68.79116128913952,0.824182174586487
0.42007001166861146,32.60883972817407,68.79116128913952,0.824182174586487
0.4400733455575929,32.72996269669502,68.79116128913952,0.824182174586487
0.46007667944657443,32.85065442872781,68.79116128913952,0.824182174586487
0.48008001333555594,32.97089585929445,68.79116128913952,0.824182174586487
0.5000833472245374,33.090667994548525,68.79116128913952,0.824182174586487
0.520086681113519,33.20995191477546,68.79116128913952,0.824182174586487
0.5400900150025004,33.32872877738121,68.79116128913952,0.824182174586487
0.5600933488914819,33.4469798198687,68.79116128913952,0.824182174586487
0.5800966827804634,33.56468636280164,68.79116128913952,0.824182174586487
0.6001000166694449,33.68182981275519,68.79116128913952,0.824182174586487
0.6201033505584265,33.79839166525307,68.79116128913952,0.824182174586487
0.6401066844474079,33.91435350769059,68.79116128913952,0.824182174586487
0.6601100183363894,34.02969702224323,68.79116128913952,0.824182174586487
0.680113352225371,34.14440398876011,68.79116128913952,0.824182174586487
