mean,std,ptp,rms,dom_freq,hr_mean,hr_std,hrv,hr_range,hr_slope,hrv_change,hr_local_std,hr_response_amp,hr_deviation,cpi,start_time,label,is_anomaly,stress_score
35.45170829631688,2.853463134884111,9.471648418112473,35.566358725476604,0.5,65.8928781151843,0.6463364422283697,0.3344895840622507,3.342371814980183,0.006135446715153113,0.4777145546635477,1.4210854715202004e-14,3.342371814980183,0.2525181780805329,0.31161205441344025,0.0,1.0,False,1.0
38.87916502322718,1.2247568204401658,4.121299824668618,38.898451153902606,0.5,66.34941382486119,0.390354584271058,0.07812946254046116,0.7813344863584604,0.011702435511254957,0.11161921233692292,0.15310966480142493,0.7813344863584604,0.39004217559014365,0.7607084386496971,1.0,1.0,False,1.0
38.913989168322175,1.1900577041264684,4.02429171085015,38.93218193643205,0.5,67.83942577048347,1.1871038556731996,0.24570560558422885,3.1895995275277755,0.03590112492628298,0.3521649884923111,0.5555773106748462,3.1895995275277755,1.1799944729331866,-0.7987741216675083,2.0,1.0,False,1.0
35.54287480373881,2.8296125280409714,9.389148845456859,35.655331387789644,0.5,69.03928198864497,0.44761496759205005,0.3086064979101282,2.408265041169315,0.003960137208780849,0.38938642299251564,0.2786418901045451,2.408265041169315,0.17432662194745943,-0.2003385560418919,3.0,1.0,False,1.0
30.053888138449775,3.487263576911664,11.655301506426245,30.25553171724647,0.5,68.13670765255033,1.0141560951806392,0.23243487910549865,3.211553887034299,-0.030571028808247257,0.3096875630054737,0.17097565408025672,3.211553887034299,1.006719843458844,0.8751876429818847,4.0,1.0,False,1.0
24.544311400355497,2.8524342136735275,9.468089967254784,24.70950430625746,0.5,66.55083370118349,0.610505198318727,0.12211923678581306,1.2212546720018338,-0.018313323884384756,0.1744649531431191,0.0,1.2212546720018338,0.6103830850665165,0.8682193413954477,5.0,1.0,False,1.0
21.11929406069269,1.223245084876764,4.117061501724571,21.154690027501815,0.5,65.22726669461929,0.8016859402076782,0.1611367161227591,1.6114493717407044,-0.023932416411990988,0.2302070531058149,0.4834348115222112,1.6114493717407044,0.7976674390116478,0.7270979655754095,6.0,1.0,False,1.0
21.087498070154467,1.1915630720477959,4.028488786997784,21.12113627183529,0.5,63.67206159561257,0.9647120084902483,0.23055116091851438,3.276961400932599,-0.02932841718467926,0.3310681351991045,0.4996536087575685,3.276961400932599,0.8969436761783203,-0.7535126151275628,7.0,1.0,False,1.0
24.46107233161501,2.830657546732963,9.3927641947366,24.62431078749977,0.5,62.34535056122695,0.6398989444592403,0.18937310743376018,2.5841399207533158,-0.0183901724901334,0.2717219287845529,0.2755883674684263,2.5841399207533158,0.529668847636539,-0.8030983000577475,8.0,1.0,False,1.0
29.951010736204335,3.487273348602704,11.655335069354567,30.15334342205026,0.5,63.877894289392245,2.0812008839035654,0.43423823016400354,4.234965868174655,0.060887077444204636,0.6190646846911994,0.5928952215444518,4.234965868174655,2.071623174227184,0.8510673729347689,9.0,1.0,False,1.0
35.45966740676547,2.8514045572370397,9.464528919801072,35.57412712277642,0.5,65.75831567334797,0.4580302787287669,0.4262519016874551,4.234965868174655,-0.004021483742608297,0.43031866245969824,0.15423182627348964,4.234965868174655,0.2614973919434655,-0.22608405596677322,10.0,1.0,False,1.0
38.88224441987976,1.2217336103665242,4.11282204968844,38.9014339599708,0.5,66.43265536462786,0.8795398075734824,0.23687871855416387,3.292048248150607,0.025354044930895665,0.30074476221424745,0.4102918494093325,3.292048248150607,0.8585341325871859,0.6859378546797594,11.0,1.0,False,1.0
38.91101224714127,1.193068758569668,4.032684758344132,38.92929857009823,0.5,68.04756527733396,0.8432678511339233,0.23202893951690315,3.292048248150607,0.025216863958211502,0.33317813983896366,0.0,3.292048248150607,0.8076255190456345,-0.7220904622951504,12.0,1.0,False,1.0
35.534979013996434,2.831701837265402,9.396376968078187,35.64762641215175,0.5,68.8806644656425,0.0438670634863279,0.008788799210542382,0.08789247607226969,0.0013137723246083655,0.012556068010324242,0.0208733065551785,0.08789247607226969,0.04378803157920529,-0.8718920957349994,13.0,1.0,False,1.0
