时间戳,压力传感器1,压力传感器2
0.0,35.37159152404894,27.63348443667192
0.02002002002002002,37.05853177006686,31.25082916585279
0.04004004004004004,40.89255153256541,27.65384651271593
0.06006006006006006,38.4125585676631,39.216680265877095
0.08008008008008008,50.00000820488032,34.54438990941986
0.10010010010010009,43.667150004034056,37.314247733971776
0.12012012012012012,40.784609219485745,37.03617823174789
0.14014014014014015,44.46302125878562,41.98386138039032
0.16016016016016016,49.20580344854876,43.819446432256676
0.18018018018018017,41.36822112966182,44.21460516276023
0.20020020020020018,39.809226011260556,50.65326936266726
0.22022022022022023,48.18205900695406,44.66797130749725
0.24024024024024024,38.573081173826566,50.81122019141878
0.2602602602602603,48.1960202521464,59.19932134253595
0.2802802802802803,51.46041765580005,52.10143269583585
0.3003003003003003,53.72069935527193,51.308124493562914
0.3203203203203203,48.10095798036533,47.77427329035066
0.34034034034034033,62.28891725549904,51.22624539880424
0.36036036036036034,55.27488299754436,57.66285265734972
0.38038038038038036,51.22758958151148,53.41513299860528
0.40040040040040037,58.95644051163662,54.16744911152394
0.42042042042042044,53.589806803426754,51.476401426135624
0.44044044044044045,60.05337991927221,56.85503916844029
0.46046046046046046,62.01887137241953,47.66186501320682
0.4804804804804805,54.945941730171825,53.722081964606204
0.5005005005005005,56.897109563315034,49.05775829238905
0.5205205205205206,60.42592989230875,54.7523699232932
0.5405405405405406,57.22299138070307,46.293329823964726
0.5605605605605606,59.48107326154919,56.97705674249569
0.5805805805805806,54.020853121595515,50.539288961466006
0.6006006006006006,65.47773524409433,49.4967841647823
0.6206206206206206,52.39363461925832,46.45831536014625
0.6406406406406406,55.219366986055185,49.55032369297949
0.6606606606606606,50.58441840302425,46.96830374715821
0.6806806806806807,51.12854249246068,50.077259317768934
0.7007007007007007,52.219729893197616,51.746072746079946
0.7207207207207207,47.85359185091651,49.45136523057732
0.7407407407407407,39.1629383428734,36.02546011031252
0.7607607607607607,53.60389686845244,46.09694880709801
0.7807807807807807,41.61050629130082,44.47093762899402
0.8008008008008007,53.04123851663031,35.169536804489724
0.8208208208208209,45.84414789019922,43.51272463193996
0.8408408408408409,39.688772231608375,43.386019370047705
0.8608608608608609,41.73993258058769,32.199170260686536
0.8808808808808809,45.90233069161818,30.92319942298927
0.9009009009009009,40.510508609700516,37.92010844410534
0.9209209209209209,37.204781046115286,36.629920212861215
0.9409409409409409,36.482681789193606,33.64885885321874
0.960960960960961,34.09323752599886,34.93493652945893
0.980980980980981,34.29602603724572,25.842555834127065
