ts,pressure,hr,hr_linear,hr_cubic
0.0,40.0,,,
0.0200066688896298,40.50276946339421,,,
0.0400133377792597,41.00522115501789,,,
0.0600200066688896,41.50703750394585,,,
0.0800266755585195,42.007901340816595,,,
0.1000333444481493,42.50749609829693,,,
0.1200400133377792,43.00550601116605,,,
0.1400466822274091,43.50161631589258,,,
0.160053351117039,43.99551344957866,,,
0.1800600200066688,44.486885248145,,,
0.2000666888962987,44.97542114363195,,,
0.2200733577859286,45.460812360491715,,,
0.2400800266755585,45.94275211074768,,,
0.2600866955651884,46.420935787897506,,,
0.2800933644548182,46.895061159437454,,,
0.3001000333444481,47.36482855788622,,,
0.320106702234078,47.829941070187616,,,
0.3401133711237079,48.29010472537226,,,
0.3601200400133377,48.74502868035978,,,
0.3801267089029676,49.19442540378412,,,
0.4001333777925975,49.638010857725575,,,
0.4201400466822274,50.0755046772349,,,
0.4401467155718572,50.506630347535975,,,
0.4601533844614871,50.931115378794885,,,
0.480160053351117,51.34869147834517,,,
0.5001667222407469,51.75909472026025,,,
0.5201733911303767,52.16206571216587,,,
0.5401800600200066,52.55734975918716,,,
0.5601867289096365,52.94469702492666,,,
0.5801933977992664,53.323862689371616,,,
0.6002000666888962,53.69460710363066,,,
0.6202067355785261,54.05669594140216,,,
0.640213404468156,54.409900347078434,,,
0.6602200733577859,54.75399708039228,,,
0.6802267422474157,55.08876865751435,,,
0.7002334111370456,55.414003488512215,,,
0.7202400800266755,55.72949601108425,,,
0.7402467489163054,56.035046820483785,,,
0.7602534178059352,56.330462795551384,,,
0.7802600866955651,56.615557220775734,,,
0.800266755585195,56.89014990430576,,,
0.8202734244748249,57.15406729183959,,,
0.8402800933644547,57.40714257631829,,,
0.8602867622540846,57.64921580335505,,,
0.8802934311437145,57.880133972333184,,,
0.9003001000333444,58.09975113310903,,,
0.9203067689229742,58.30792847825873,,,
0.940313437812604,58.50453443081038,,,
0.960320106702234,58.68944472740634,,,
0.980326775591864,58.86254249684299,,,
1.0003334444814935,59.02371833393828,71.52850439524059,71.52850439524059,71.52850439524059
1.0203401133711236,59.1728703686805,71.52850439524059,71.52850439524059,71.52850439524059
1.0403467822607535,59.309904330614486,71.52850439524059,71.52850439524059,71.52850439524059
1.0603534511503834,59.434733608424565,71.52850439524059,71.52850439524059,71.52850439524059
1.0803601200400132,59.54727930467661,71.52850439524059,71.52850439524059,71.52850439524059
1.1003667889296431,59.647470285684555,71.52850439524059,71.52850439524059,71.52850439524059
1.120373457819273,59.735243226469976,71.52850439524059,71.52850439524059,71.52850439524059
1.1403801267089029,59.810542650786154,71.52850439524059,71.52850439524059,71.52850439524059
1.1603867955985327,59.87332096618141,71.52850439524059,71.52850439524059,71.52850439524059
1.1803934644881626,59.92353849407962,71.52850439524059,71.52850439524059,71.52850439524059
1.2004001333777925,59.96116349485872,71.52850439524059,71.52850439524059,71.52850439524059
1.2204068022674224,59.98617218791151,71.52850439524059,71.52850439524059,71.52850439524059
1.2404134711570522,59.99854876667605,71.52850439524059,71.52850439524059,71.52850439524059
1.260420140046682,59.99828540862605,71.52850439524059,71.52850439524059,71.52850439524059
1.280426808936312,59.98538228021505,71.52850439524059,71.52850439524059,71.52850439524059
1.300433477825942,59.95984753677118,71.52850439524059,71.52850439524059,71.52850439524059
1.3204401467155715,59.921697317342726,71.52850439524059,71.52850439524059,71.52850439524059
1.3404468156052016,59.87095573449747,71.52850439524059,71.52850439524059,71.52850439524059
1.3604534844948315,59.80765485908261,71.52850439524059,71.52850439524059,71.52850439524059
1.3804601533844614,59.73183469995448,71.52850439524059,71.52850439524059,71.52850439524059
1.4004668222740912,59.64354317869143,71.52850439524059,71.52850439524059,71.52850439524059
1.4204734911637211,59.54283609930517,71.52850439524059,71.52850439524059,71.52850439524059
1.440480160053351,59.42977711297035,71.52850439524059,71.52850439524059,71.52850439524059
1.4604868289429809,59.30443767779427,72.20564259489356,72.20564259489356,72.20564259489356
1.4804934978326107,59.16689701365231,72.20564259489356,72.20564259489356,72.20564259489356
1.5005001667222406,59.01724205211757,72.20564259489356,72.20564259489356,72.20564259489356
1.5205068356118705,58.85556738151644,72.20564259489356,72.20564259489356,72.20564259489356
1.5405135045015004,58.68197518714468,72.20564259489356,72.20564259489356,72.20564259489356
1.5605201733911302,58.49657518668202,72.20564259489356,72.20564259489356,72.20564259489356
1.58052684228076,58.29948456084585,72.20564259489356,72.20564259489356,72.20564259489356
1.60053351117039,58.09082787932802,72.20564259489356,72.20564259489356,72.20564259489356
