ts,hr
0.9889075238354268,71.52850439524059
1.454217070833026,72.20564259489356
2.624881593706594,73.67148629301404
3.391984401078106,74.37545381504606
4.947805603186046,74.99932783206792
4.997349082111886,74.99999826606712
6.394550658079355,74.52777321910858
7.869064180644375,73.10278662632933
7.986272233580238,72.9563441344956
9.581422474237929,70.65560673492173
10.24418465972614,69.61681172684415
11.492877588925072,67.74002162921295
12.769179843205107,66.17847298153481
13.624634117143152,65.45952477611345
14.249936722962644,65.13817360235308
15.519476997803443,65.066436734255
16.327951959270273,65.42884107888898
17.535394984450086,66.50399780365888
18.694603926187863,68.00648439365534
19.90072123665122,69.84407856548812
20.870338500402767,71.35015344281834
21.82931312154083,72.71789685533626
22.582875852286833,73.62637715943472
23.68808997311676,74.58131109190532
24.58428056133036,74.95741829759103
25.843239615300412,74.82557833052974
26.378981014486232,74.53809428727176
27.846430374503953,73.1305873089491
27.949905044614525,73.00222040271525
29.707001079842865,70.45959197304984
30.354886654109215,69.44369951110482
31.33411171842354,67.96519986762075
32.82712256093884,66.12041714610524
33.31955354151271,65.68073614513415
34.74271317630216,65.01632444341708
35.976586924964785,65.2334813853244
36.08923184831539,65.2898934776743
37.8304557632252,66.84988657175855
38.13551183798463,67.23589314732651
39.51141293734099,69.23553934853808
40.19401316424277,70.30456650510503
41.85749697502359,72.7549491191382
42.49786862421804,73.53316575025245
43.73100767420626,74.60789888034952
44.36983545886936,74.90233728902695
45.7309768273067,74.86873844184073
46.749489136780554,74.26362005214237
47.11251870707657,73.93869212664642
48.24506244686738,72.61910266149981
49.00674510246911,71.53500489340196
50.67602249604814,68.94607109965851
51.011447295859575,68.4378237570291
52.217944092154305,66.79121272584841
52.97213529028157,65.9807969228759
54.2755229811664,65.12894763585473
54.97113901940186,65.00020552229671
56.559143620314835,65.58791083747039
57.21311295407205,66.1605959585566
57.96917183513172,67.0220357227166
59.586884104362944,69.35289926528492
