时间戳,压力传感器1,压力传感器2,True_Label
0.0,45.71100725204663,39.60451662630915,1
0.020001333422228148,41.509719956749464,42.15788763605316,1
0.040002666844456296,44.398985236570404,46.4788441332228,1
0.06000400026668444,44.99345095831153,42.78508024241325,1
0.08000533368891259,44.143583617682914,43.880380787243524,1
0.10000666711114074,50.0960516401495,45.41276030544395,1
0.12000800053336888,44.83853462160677,45.15217776850666,1
0.14000933395559703,51.84356580246852,50.54739704564031,1
0.16001066737782518,54.93142715654308,50.94996903985058,1
0.18001200080005333,52.1675387735954,45.93179672187169,1
0.20001333422228149,61.80581132885834,61.25067790701411,1
0.22001466764450964,62.83719203089928,54.41197562870326,1
0.24001600106673776,60.42946307231777,53.47481711687536,1
0.2600173344889659,62.32213527224641,53.59744423719436,1
0.28001866791119406,62.2601104044753,59.60349636477549,1
0.3000200013334222,60.22248316489804,55.38204884513187,1
0.32002133475565037,63.73025739812746,59.8146103804089,1
0.3400226681778785,62.79269443782549,56.2831400061948,1
0.36002400160010667,59.81009899004426,60.42460991184402,1
0.3800253350223348,70.94408971554773,54.44637187929088,1
0.40002666844456297,63.691771112793965,60.45820476274588,1
0.4200280018667911,66.27226808192495,60.88500733267196,1
0.4400293352890193,63.46871124314859,58.531329334407964,1
0.4600306687112474,68.28785023789443,59.09621841002058,1
0.4800320021334755,67.17585618029764,66.78137353637513,1
0.5000333355557037,68.96227142173892,67.3560037866949,1
0.5200346689779318,64.57599679110892,58.84164968845358,1
0.54003600240016,63.17422858336707,58.905458556539585,1
0.5600373358223881,63.15800537723575,63.768333945460995,1
0.5800386692446163,59.46080971798728,61.052109370421064,1
0.6000400026668444,64.8631656428879,59.720022264668074,1
0.6200413360890726,61.9208624547619,56.878817550973814,1
0.6400426695113007,57.73469126463358,54.41408088322213,1
0.6600440029335288,58.83343063267281,58.65548567095488,1
0.680045336355757,58.133139742294674,51.037914019563345,1
0.7000466697779851,56.54928874080749,59.47892974783261,1
0.7200480032002133,63.27194151461106,53.44094375345825,1
0.7400493366224414,57.54652993974617,59.85810044139459,1
0.7600506700446696,54.56636195543119,53.80210349735247,1
0.7800520034668977,52.79688669047623,56.33915999000991,1
0.8000533368891259,59.12366794056028,52.85832575484719,1
0.820054670311354,51.14916709861301,52.123769196546434,1
0.8400560037335822,50.03871315727523,47.610770221210025,1
0.8600573371558103,51.12505484010367,48.57318867497016,1
0.8800586705780385,45.47212354815295,43.216403030160826,1
0.9000600040002666,51.473341862928805,39.45410657912329,1
0.9200613374224949,50.42216150047596,45.959583230849155,1
0.940062670844723,48.97363393417451,49.921715567725045,1
0.960064004266951,44.97023902546903,40.51514287671746,1
0.9800653376891793,40.13668916298213,47.24878657543104,1
1.0000666711114075,47.37181514998472,32.148431491558156,1
1.0200680045336354,40.38705704986998,36.41213651999444,1
1.0400693379558636,33.29078679081001,36.23772017224792,1
1.0600706713780919,39.707173556006765,29.55327880654116,1
1.08007200480032,32.654367626254725,27.17671029518111,1
1.100073338222548,32.876961078089025,26.52862318177844,1
1.1200746716447763,35.80601356602207,25.396992311548093,1
1.1400760050670045,34.26158710960295,22.198287253835986,1
1.1600773384892327,28.09425170957225,20.81773669398623,1
1.1800786719114607,30.62255181890278,22.914119893948893,1
1.2000800053336889,28.52160569837662,16.78514235302872,1
1.220081338755917,30.25347599799563,17.492503533212858,1
1.2400826721781453,27.196251039102194,14.903720514261465,1
1.2600840056003733,30.314388003931892,17.962470381589153,1
1.2800853390226015,27.326110103395646,13.833061875049816,1
1.3000866724448297,25.094801981875626,19.435561949474348,1
1.3200880058670577,21.95857222095675,20.485702084047617,1
1.3400893392892859,16.87022246476133,15.148697840851154,1
1.360090672711514,21.523442270125233,16.337210635836723,1
1.3800920061337423,17.680226779889562,13.349798367048122,1
1.4000933395559703,29.026156502795942,11.567280957900268,1
1.4200946729781985,17.688193163295843,21.485731696014113,1
1.4400960064004267,25.469354259555576,21.3339541992426,1
1.4600973398226549,22.892954502330106,14.763828376231237,1
1.4800986732448829,22.124519332069468,18.752226326415073,1
1.500100006667111,14.700311414898739,17.85926834384152,1
1.5201013400893393,14.749767165622025,10.261528117535029,1
1.5401026735115675,18.18162950202529,21.231373240996646,1
1.5601040069337955,19.25312102611304,12.22748208073078,1
1.5801053403560237,20.048030512248097,18.900171788368645,1
1.6001066737782519,21.53285948549418,17.987500468256123,1
1.6201080072004799,15.73268551027304,15.608499137751,1
1.640109340622708,23.264184004077077,18.16717807642264,1
1.6601106740449363,21.18445182836493,17.078757777751846,1
1.6801120074671645,27.56358384843999,19.230370882367385,1
1.7001133408893925,14.340896682670378,18.22754339960899,1
1.7201146743116207,21.905293059269617,23.08948372390795,1
1.740116007733849,28.37142163806999,21.120489319410396,1
1.760117341156077,32.17425442311931,21.90098487577597,1
1.780118674578305,33.134961375643925,19.74382711477668,1
1.8001200080005333,31.95271061499659,25.048359157235993,1
1.8201213414227615,31.87989061665514,23.689938885524857,1
1.8401226748449897,28.32626054356163,28.88896043626555,1
1.8601240082672177,36.64167597925958,37.31088892360322,1
1.880125341689446,26.921945340621797,36.10436283795715,1
1.900126675111674,32.04110118550611,36.417636447560014,1
1.920128008533902,28.697853340947475,35.37573051122068,1
1.9401293419561303,36.25581153753099,35.96035708806384,1
1.9601306753783585,42.178626709743654,35.35826975868894,1
1.9801320088005867,38.68983085176275,42.109450735577326,1
2.000133342222815,37.23559846689668,39.65029629117146,1
2.020134675645043,43.878308128019846,43.91297522999022,1
2.040136009067271,39.229813591588595,41.584907871405775,1
2.060137342489499,46.059936206899884,45.516802152868095,1
2.0801386759117273,41.73251514323127,43.589126448189134,1
2.1001400093339555,48.50911435607923,49.03408062341775,1
2.1201413427561837,46.26997566382149,46.958532398509554,1
2.140142676178412,52.42559092130325,50.368297153098666,1
2.16014400960064,51.358884211025035,52.10714891756313,1
2.1801453430228683,54.83304406158312,52.955833214235724,1
2.200146676445096,58.453749462418116,45.06296597084193,1
2.2201480098673243,51.858840749462296,54.511367766569464,1
2.2401493432895525,57.54495161898096,57.9899996947659,1
2.2601506767117807,57.517738848475155,49.92227040120138,1
2.280152010134009,61.97456573473118,55.215750246921054,1
2.300153343556237,60.369536492680155,54.53740293936485,1
2.3201546769784653,57.794039373249895,62.288873036278716,1
2.340156010400693,62.545829087573026,59.38575540971541,1
2.3601573438229213,63.72786447254637,58.62366784143437,1
2.3801586772451495,62.05298631519085,64.41266197328241,1
2.4001600106673777,54.17640235663022,58.07981209872999,1
2.420161344089606,56.47820740507606,58.42178642068806,1
2.440162677511834,59.706103098742446,57.89758911301603,1
2.4601640109340623,65.73076498966847,67.13323244613727,1
2.4801653443562905,62.70007905023664,61.287143708462814,1
2.5001666777785183,63.620846448708406,64.17357367091488,1
2.5201680112007465,66.79833167568623,62.33747190059708,1
2.5401693446229747,62.142721646929715,64.28696486467628,1
2.560170678045203,62.729168013924735,57.47705537039296,1
2.580172011467431,63.95737163310569,62.70803770906626,1
2.6001733448896593,55.96459518631549,60.32347924134184,1
2.6201746783118876,66.5722150873996,57.13857673800078,1
2.6401760117341153,59.57727211868852,60.25667081711437,1
2.6601773451563435,65.83129595085637,55.37817780879588,1
2.6801786785785717,57.88299446773059,56.93367138275518,1
2.7001800120008,58.51569931868075,55.12390604820779,1
2.720181345423028,63.85462737521694,48.7723103016106,1
2.7401826788452563,56.634053799620105,52.12618814326688,1
2.7601840122674846,52.77329046184022,54.8624067715702,1
2.7801853456897128,49.7063608845163,49.9729464214965,1
2.8001866791119405,56.93951387824399,47.11444551885229,1
2.8201880125341687,58.60396997905823,51.61696170595176,1
2.840189345956397,58.91794121249687,44.81176922838822,1
2.860190679378625,50.85246611653209,50.19107466540375,1
2.8801920128008534,46.1230631256213,44.11280550733321,1
2.9001933462230816,55.351446922277276,38.929299410799906,1
2.9201946796453098,49.39062895554636,37.28964618283569,1
2.9401960130675375,47.59442527214857,46.00830718512765,1
2.9601973464897657,47.51205916985522,33.617258112518556,1
2.980198679911994,47.11756410521578,35.47215389199207,1
3.000200013334222,42.832802292067555,45.78997755618775,1
3.0202013467564504,40.02043276337638,32.42661435508343,1
3.0402026801786786,40.244553029922415,27.42687724735992,1
3.0602040136009068,36.513754633000254,31.152955887133004,1
3.080205347023135,35.85132523674701,29.701070331486484,1
3.1002066804453627,39.8383108944095,25.67737721057281,1
3.120208013867591,31.947073162927744,29.424600345802244,1
3.140209347289819,34.568067750561944,23.728372764646856,1
3.1602106807120474,32.14472838979739,31.76224518575929,1
3.1802120141342756,28.784090561842607,28.07886451828247,1
3.2002133475565038,24.890148852424623,18.298726948291126,1
3.220214680978732,23.436502014069656,16.009971897192138,1
3.2402160144009597,25.378501122510677,17.73020672689317,1
3.260217347823188,27.289289055544796,19.966925914854386,1
3.280218681245416,25.04271297449523,16.279436640414687,1
3.3002200146676444,26.000608249645737,18.900418140108,1
3.3202213480898726,24.067745494045358,19.388445784021968,1
3.3402226815121008,27.499109858165085,17.370266280954105,1
3.360224014934329,19.298344579626267,17.194300723595195,1
3.380225348356557,22.106953091354722,15.149576642809395,1
3.400226681778785,24.16342682160185,14.830161406977343,1
3.420228015201013,14.604673317215418,10.906046546340718,1
3.4402293486232414,12.426080420593685,16.615843995738903,1
3.4602306820454696,18.314528004371244,15.726474280851184,1
3.480232015467698,25.206980227823216,14.503996876172856,1
3.500233348889926,18.908477164743726,16.078706406772806,1
3.520234682312154,21.0426652767663,19.1731560529217,1
3.540236015734382,15.654487490635542,13.660904742544785,1
3.56023734915661,25.23060657527246,15.680775381002116,1
3.5802386825788384,17.18978930736726,19.998386882493286,1
3.6002400160010666,26.52688256798228,16.962555948573947,1
3.620241349423295,17.244146684024436,13.02843244153114,1
3.640242682845523,16.57021816041246,20.063620189441185,1
3.660244016267751,20.052649022780336,16.377561615631663,1
3.6802453496899794,19.340238391304165,14.86753343549325,1
3.700246683112207,23.9849063214959,22.43989713606412,1
3.7202480165344354,19.19522995098303,19.926509171417784,1
3.7402493499566636,20.749369735726546,21.86612356281975,1
3.760250683378892,30.21502281304746,27.10953818356574,1
3.78025201680112,28.96518340609898,27.266888338833155,1
3.800253350223348,33.98869099726839,27.041850643717936,1
3.8202546836455764,29.53254228440441,28.3773283816569,1
3.840256017067804,28.817890581633616,25.667224664883562,1
3.8602573504900324,36.36720799009683,31.499443842368564,1
3.8802586839122606,34.733887539437,31.721850229029695,1
3.900260017334489,32.252577583890385,33.458608289392046,1
3.920261350756717,37.24521373251639,31.17416297420891,1
3.940262684178945,38.31689481688469,39.143980323035876,1
3.9602640176011734,35.26898515283235,35.19716918277637,1
3.9802653510234016,35.45449634925929,30.111826460930693,1
4.00026668444563,39.61414028780153,43.580025252794286,1
4.020268017867858,34.95693549985255,38.20079034188631,1
4.040269351290086,43.23664140000156,46.30546455057027,1
4.0602706847123144,40.137520771616494,40.0868779277692,1
4.080272018134542,46.059200322905916,49.40215779509415,1
4.10027335155677,49.81521675692977,46.48689484414874,1
4.120274684978998,45.77036800312457,49.70003858482106,1
4.140276018401226,55.22742600678971,50.10122151423452,1
4.160277351823455,54.43233550404518,50.062710504772326,1
4.180278685245683,50.93090511064473,50.630081315647566,1
4.200280018667911,54.88760723125396,53.038308483601114,1
4.220281352090139,60.802708603352464,49.50682681713433,1
4.240282685512367,52.129847379348064,55.78641135145378,1
4.260284018934596,64.19327856706165,59.18386600335066,1
4.280285352356824,60.19425404971433,54.81795770238621,1
4.300286685779052,51.384018034097885,58.75059210290159,1
4.32028801920128,58.24266899317734,60.532317494905264,1
